,cocoId,cocoSplit,cropBox,loss,nsdId,flagged,BOLD5000,shared1000,subject1_rep0,subject1_rep1,subject1_rep2,subject2_rep0,subject2_rep1,subject2_rep2,subject3_rep0,subject3_rep1,subject3_rep2,subject4_rep0,subject4_rep1,subject4_rep2,subject5_rep0,subject5_rep1,subject5_rep2,subject6_rep0,subject6_rep1,subject6_rep2,subject7_rep0,subject7_rep1,subject7_rep2,subject8_rep0,subject8_rep1,subject8_rep2,coco_label,category,supercategory
56154,303133,train2017,"(0.125, 0.125, 0, 0)",0.0,56154,False,True,True,6928,15527,15829,6928,15527,15829,6928,15527,15829,6928,15527,15829,6928,15527,15829,6928,15527,15829,6928,15527,15829,6928,15527,15829,16,bird,animal
56269,191005,train2017,"(0, 0, 0.16796875, 0.16796875)",0.0,56269,False,True,True,5520,21364,21868,5520,21364,21868,5520,21364,21868,5520,21364,21868,5520,21364,21868,5520,21364,21868,5520,21364,21868,5520,21364,21868,25,giraffe,animal
56290,453221,train2017,"(0, 0.3359375, 0, 0)",0.0,56290,False,True,True,14807,15476,28824,14807,15476,28824,14807,15476,28824,14807,15476,28824,14807,15476,28824,14807,15476,28824,14807,15476,28824,14807,15476,28824,1,person,person
56314,468771,train2017,"(0, 0, 0.125, 0.125)",0.0,56314,False,True,True,2013,2047,2109,2013,2047,2109,2013,2047,2109,2013,2047,2109,2013,2047,2109,2013,2047,2109,2013,2047,2109,2013,2047,2109,1,person,person
56418,453682,train2017,"(0, 0, 0.16640625, 0.16640625)",0.0,56418,False,True,True,15585,23130,24660,15585,23130,24660,15585,23130,24660,15585,23130,24660,15585,23130,24660,15585,23130,24660,15585,23130,24660,15585,23130,24660,1,person,person
56454,191686,train2017,"(0, 0, 0.125, 0.125)",0.0,56454,False,True,True,3980,4125,23340,3980,4125,23340,3980,4125,23340,3980,4125,23340,3980,4125,23340,3980,4125,23340,3980,4125,23340,3980,4125,23340,23,bear,animal
56471,191740,train2017,"(0, 0, 0.16640625, 0.16640625)",0.0909090909090909,56471,False,True,True,16843,16985,28155,16843,16985,28155,16843,16985,28155,16843,16985,28155,16843,16985,28155,16843,16985,28155,16843,16985,28155,16843,16985,28155,50,spoon,kitchen
56670,192576,train2017,"(0, 0, 0.125, 0.125)",0.0588235294117647,56670,False,True,True,26218,26365,26793,26218,26365,26793,26218,26365,26793,26218,26365,26793,26218,26365,26793,26218,26365,26793,26218,26365,26793,26218,26365,26793,6,bus,vehicle
56681,192631,train2017,"(0.125, 0.125, 0, 0)",0.0,56681,False,True,True,11141,11722,11938,11141,11722,11938,11141,11722,11938,11141,11722,11938,11141,11722,11938,11141,11722,11938,11141,11722,11938,11141,11722,11938,56,broccoli,food
56695,454830,train2017,"(0, 0.2703125, 0, 0)",0.0,56695,False,True,True,26858,27023,27168,26858,27023,27168,26858,27023,27168,26858,27023,27168,26858,27023,27168,26858,27023,27168,26858,27023,27168,26858,27023,27168,1,person,person
56723,454915,train2017,"(0.16640625, 0.16640625, 0, 0)",0.0,56723,False,True,True,2310,2553,4084,2310,2553,4084,2310,2553,4084,2310,2553,4084,2310,2553,4084,2310,2553,4084,2310,2553,4084,2310,2553,4084,72,tv,electronic
56751,455020,train2017,"(0, 0, 0.125, 0.125)",0.0,56751,False,True,True,7784,14832,29679,7784,14832,29679,7784,14832,29679,7784,14832,29679,7784,14832,29679,7784,14832,29679,7784,14832,29679,7784,14832,29679,72,tv,electronic
56782,119550,train2017,"(0, 0, 0.09921875, 0.09921875)",0.0,56782,False,True,True,26389,26670,26920,26389,26670,26920,26389,26670,26920,26389,26670,26920,26389,26670,26920,26389,26670,26920,26389,26670,26920,26389,26670,26920,64,potted plant,furniture
56784,193023,train2017,"(0, 0, 0.125, 0.125)",0.0,56784,False,True,True,17306,17421,17544,17306,17421,17544,17306,17421,17544,17306,17421,17544,17306,17421,17544,17306,17421,17544,17306,17421,17544,17306,17421,17544,1,person,person
56850,193318,train2017,"(0, 0.3328125, 0, 0)",0.0,56850,False,True,True,9792,10016,13120,9792,10016,13120,9792,10016,13120,9792,10016,13120,9792,10016,13120,9792,10016,13120,9792,10016,13120,9792,10016,13120,1,person,person
56867,193373,train2017,"(0, 0, 0.16640625, 0.16640625)",0.0,56867,False,True,True,3236,11567,17498,3236,11567,17498,3236,11567,17498,3236,11567,17498,3236,11567,17498,3236,11567,17498,3236,11567,17498,3236,11567,17498,1,person,person
56911,455657,train2017,"(0, 0, 0.125, 0.125)",0.0,56911,False,True,True,10058,10133,10263,10058,10133,10263,10058,10133,10263,10058,10133,10263,10058,10133,10263,10058,10133,10263,10058,10133,10263,10058,10133,10263,47,cup,kitchen
56948,455799,train2017,"(0, 0, 0.125, 0.125)",0.0,56948,False,True,True,18115,18160,21759,18115,18160,21759,18115,18160,21759,18115,18160,21759,18115,18160,21759,18115,18160,21759,18115,18160,21759,18115,18160,21759,1,person,person
57046,194054,train2017,"(0.16640625, 0.16640625, 0, 0)",0.0,57046,False,True,True,153,6356,12493,153,6356,12493,153,6356,12493,153,6356,12493,153,6356,12493,153,6356,12493,153,6356,12493,153,6356,12493,70,toilet,furniture
57060,194108,train2017,"(0, 0.25, 0, 0)",0.0434782608695652,57060,False,True,True,9145,11778,24974,9145,11778,24974,9145,11778,24974,9145,11778,24974,9145,11778,24974,9145,11778,24974,9145,11778,24974,9145,11778,24974,1,person,person
57435,338439,train2017,"(0, 0.3328125, 0, 0)",0.0,57435,False,True,True,2170,5130,7847,2170,5130,7847,2170,5130,7847,2170,5130,7847,2170,5130,7847,2170,5130,7847,2170,5130,7847,2170,5130,7847,1,person,person
57443,195650,train2017,"(0.125, 0.125, 0, 0)",0.0,57443,False,True,True,22522,22551,23118,22522,22551,23118,22522,22551,23118,22522,22551,23118,22522,22551,23118,22522,22551,23118,22522,22551,23118,22522,22551,23118,85,clock,indoor
57478,195768,train2017,"(0, 0, 0.16640625, 0.16640625)",0.0,57478,False,True,True,15242,15335,29724,15242,15335,29724,15242,15335,29724,15242,15335,29724,15242,15335,29724,15242,15335,29724,15242,15335,29724,15242,15335,29724,1,person,person
57542,338501,train2017,"(0, 0, 0.16640625, 0.16640625)",0.0,57542,False,True,True,1594,26949,28077,1594,26949,28077,1594,26949,28077,1594,26949,28077,1594,26949,28077,1594,26949,28077,1594,26949,28077,1594,26949,28077,1,person,person
57553,458178,train2017,"(0, 0, 0.125, 0.125)",0.0,57553,False,True,True,8203,8368,8714,8203,8368,8714,8203,8368,8714,8203,8368,8714,8203,8368,8714,8203,8368,8714,8203,8368,8714,8203,8368,8714,65,bed,furniture
57648,196365,train2017,"(0, 0, 0.16640625, 0.16640625)",0.0,57648,False,True,True,9548,29159,29431,9548,29159,29431,9548,29159,29431,9548,29159,29431,9548,29159,29431,9548,29159,29431,9548,29159,29431,9548,29159,29431,1,person,person
57650,196368,train2017,"(0.16640625, 0.16640625, 0, 0)",0.0,57650,False,True,True,8007,10887,11015,8007,10887,11015,8007,10887,11015,8007,10887,11015,8007,10887,11015,8007,10887,11015,8007,10887,11015,8007,10887,11015,64,potted plant,furniture
57681,458616,train2017,"(0, 0, 0.16484375, 0.16484375)",0.0,57681,False,True,True,16413,21219,28507,16413,21219,28507,16413,21219,28507,16413,21219,28507,16413,21219,28507,16413,21219,28507,16413,21219,28507,16413,21219,28507,1,person,person
57822,459190,train2017,"(0, 0, 0.0, 0.0)",0.0,57822,False,True,True,12256,19379,29210,12256,19379,29210,12256,19379,29210,12256,19379,29210,12256,19379,29210,12256,19379,29210,12256,19379,29210,12256,19379,29210,60,donut,food
57838,197118,train2017,"(0, 0, 0.1671875, 0.1671875)",0.0,57838,False,True,True,1445,8590,8955,1445,8590,8955,1445,8590,8955,1445,8590,8955,1445,8590,8955,1445,8590,8955,1445,8590,8955,1445,8590,8955,19,horse,animal
57906,197401,train2017,"(0, 0, 0.125, 0.125)",0.0,57906,False,True,True,15630,18535,26271,15630,18535,26271,15630,18535,26271,15630,18535,26271,15630,18535,26271,15630,18535,26271,15630,18535,26271,15630,18535,26271,24,zebra,animal
58096,460236,train2017,"(0, 0, 0.16796875, 0.16796875)",0.0,58096,False,True,True,4348,4501,29433,4348,4501,29433,4348,4501,29433,4348,4501,29433,4348,4501,29433,4348,4501,29433,4348,4501,29433,4348,4501,29433,21,cow,animal
58144,460408,train2017,"(0, 0, 0.125, 0.125)",0.1,58144,False,True,True,498,739,23576,498,739,23576,498,739,23576,498,739,23576,498,739,23576,498,739,23576,498,739,23576,498,739,23576,44,bottle,kitchen
58164,198319,train2017,"(0, 0, 0.125, 0.125)",0.0,58164,False,True,True,14626,20047,27451,14626,20047,27451,14626,20047,27451,14626,20047,27451,14626,20047,27451,14626,20047,27451,14626,20047,27451,14626,20047,27451,1,person,person
58187,397815,train2017,"(0, 0, 0.16640625, 0.16640625)",0.0,58187,False,True,True,8717,20993,29503,8717,20993,29503,8717,20993,29503,8717,20993,29503,8717,20993,29503,8717,20993,29503,8717,20993,29503,8717,20993,29503,1,person,person
58404,461428,train2017,"(0, 0, 0.1671875, 0.1671875)",0.0,58404,False,True,True,5748,10191,20802,5748,10191,20802,5748,10191,20802,5748,10191,20802,5748,10191,20802,5748,10191,20802,5748,10191,20802,5748,10191,20802,72,tv,electronic
58668,462505,train2017,"(0, 0, 0.1265625, 0.1265625)",0.0,58668,False,True,True,24316,24499,24765,24316,24499,24765,24316,24499,24765,24316,24499,24765,24316,24499,24765,24316,24499,24765,24316,24499,24765,24316,24499,24765,1,person,person
58681,200391,train2017,"(0, 0, 0.125, 0.125)",0.0,58681,False,True,True,12252,23430,28123,12252,23430,28123,12252,23430,28123,12252,23430,28123,12252,23430,28123,12252,23430,28123,12252,23430,28123,12252,23430,28123,5,airplane,vehicle
59023,201722,train2017,"(0, 0, 0.1671875, 0.1671875)",0.0,59023,False,True,True,12198,12220,12586,12198,12220,12586,12198,12220,12586,12198,12220,12586,12198,12220,12586,12198,12220,12586,12198,12220,12586,12198,12220,12586,16,bird,animal
59039,201758,train2017,"(0.125, 0.125, 0, 0)",0.0,59039,False,True,True,6267,20547,25288,6267,20547,25288,6267,20547,25288,6267,20547,25288,6267,20547,25288,6267,20547,25288,6267,20547,25288,6267,20547,25288,25,giraffe,animal
59046,557920,train2017,"(0, 0, 0.1671875, 0.1671875)",0.0,59046,False,True,True,2939,3016,13760,2939,3016,13760,2939,3016,13760,2939,3016,13760,2939,3016,13760,2939,3016,13760,2939,3016,13760,2939,3016,13760,7,train,vehicle
59079,201969,train2017,"(0, 0, 0.125, 0.125)",0.0,59079,False,True,True,2903,27374,27536,2903,27374,27536,2903,27374,27536,2903,27374,27536,2903,27374,27536,2903,27374,27536,2903,27374,27536,2903,27374,27536,1,person,person
59091,202050,train2017,"(0, 0, 0.125, 0.125)",0.0,59091,False,True,True,28931,29074,29294,28931,29074,29294,28931,29074,29294,28931,29074,29294,28931,29074,29294,28931,29074,29294,28931,29074,29294,28931,29074,29294,9,boat,vehicle
59194,464616,train2017,"(0, 0, 0.16640625, 0.16640625)",0.0,59194,False,True,True,8636,8900,14468,8636,8900,14468,8636,8900,14468,8636,8900,14468,8636,8900,14468,8636,8900,14468,8636,8900,14468,8636,8900,14468,1,person,person
59284,202805,train2017,"(0, 0.33125, 0, 0)",0.0,59284,False,True,True,11245,11514,11795,11245,11514,11795,11245,11514,11795,11245,11514,11795,11245,11514,11795,11245,11514,11795,11245,11514,11795,11245,11514,11795,1,person,person
59419,465412,train2017,"(0, 0.33125, 0, 0)",0.0,59419,False,True,True,7402,27077,27102,7402,27077,27102,7402,27077,27102,7402,27077,27102,7402,27077,27102,7402,27077,27102,7402,27077,27102,7402,27077,27102,1,person,person
59420,298139,train2017,"(0, 0, 0.16640625, 0.16640625)",0.0,59420,False,True,True,22141,27054,27228,22141,27054,27228,22141,27054,27228,22141,27054,27228,22141,27054,27228,22141,27054,27228,22141,27054,27228,22141,27054,27228,1,person,person
59585,203937,train2017,"(0.16796875, 0.16796875, 0, 0)",0.0,59585,False,True,True,2968,16774,17379,2968,16774,17379,2968,16774,17379,2968,16774,17379,2968,16774,17379,2968,16774,17379,2968,16774,17379,2968,16774,17379,73,laptop,electronic
59595,77686,train2017,"(0, 0.25, 0, 0)",0.0,59595,False,True,True,8507,8983,24096,8507,8983,24096,8507,8983,24096,8507,8983,24096,8507,8983,24096,8507,8983,24096,8507,8983,24096,8507,8983,24096,1,person,person
59631,466265,train2017,"(0, 0, 0.125, 0.125)",0.0,59631,False,True,True,4344,4533,25486,4344,4533,25486,4344,4533,25486,4344,4533,25486,4344,4533,25486,4344,4533,25486,4344,4533,25486,4344,4533,25486,24,zebra,animal
59699,204422,train2017,"(0, 0, 0.125, 0.125)",0.0,59699,False,True,True,14747,14776,15164,14747,14776,15164,14747,14776,15164,14747,14776,15164,14747,14776,15164,14747,14776,15164,14747,14776,15164,14747,14776,15164,1,person,person
59817,204806,train2017,"(0, 0, 0.165625, 0.165625)",0.0,59817,False,True,True,20123,20917,21154,20123,20917,21154,20123,20917,21154,20123,20917,21154,20123,20917,21154,20123,20917,21154,20123,20917,21154,20123,20917,21154,23,bear,animal
59994,467646,train2017,"(0, 0.25, 0, 0)",0.0238095238095238,59994,False,True,True,16509,16652,16972,16509,16652,16972,16509,16652,16972,16509,16652,16972,16509,16652,16972,16509,16652,16972,16509,16652,16972,16509,16652,16972,1,person,person
60094,205875,train2017,"(0, 0, 0.125, 0.125)",0.0,60094,False,True,True,7896,10987,11168,7896,10987,11168,7896,10987,11168,7896,10987,11168,7896,10987,11168,7896,10987,11168,7896,10987,11168,7896,10987,11168,65,bed,furniture
60119,296474,train2017,"(0, 0, 0.125, 0.125)",0.0333333333333333,60119,False,True,True,27807,27882,27966,27807,27882,27966,27807,27882,27966,27807,27882,27966,27807,27882,27966,27807,27882,27966,27807,27882,27966,27807,27882,27966,1,person,person
60186,468394,train2017,"(0, 0, 0.165625, 0.165625)",0.0,60186,False,True,True,6741,11819,12029,6741,11819,12029,6741,11819,12029,6741,11819,12029,6741,11819,12029,6741,11819,12029,6741,11819,12029,6741,11819,12029,1,person,person
60251,206467,train2017,"(0, 0, 0.16640625, 0.16640625)",0.0,60251,False,True,True,11977,12153,13050,11977,12153,13050,11977,12153,13050,11977,12153,13050,11977,12153,13050,11977,12153,13050,11977,12153,13050,11977,12153,13050,1,person,person
60305,468825,train2017,"(0, 0, 0.165625, 0.165625)",0.0,60305,False,True,True,374,15489,21900,374,15489,21900,374,15489,21900,374,15489,21900,374,15489,21900,374,15489,21900,374,15489,21900,374,15489,21900,1,person,person
60456,469445,train2017,"(0, 0, 0.125, 0.125)",0.0,60456,False,True,True,24977,25090,25375,24977,25090,25375,24977,25090,25375,24977,25090,25375,24977,25090,25375,24977,25090,25375,24977,25090,25375,24977,25090,25375,59,pizza,food
60505,203615,train2017,"(0, 0, 0.1671875, 0.1671875)",0.0,60505,False,True,True,1440,2544,11683,1440,2544,11683,1440,2544,11683,1440,2544,11683,1440,2544,11683,1440,2544,11683,1440,2544,11683,1440,2544,11683,16,bird,animal
60519,207549,train2017,"(0, 0, 0.16484375, 0.16484375)",0.0,60519,False,True,True,26504,27115,27183,26504,27115,27183,26504,27115,27183,26504,27115,27183,26504,27115,27183,26504,27115,27183,26504,27115,27183,26504,27115,27183,8,truck,vehicle
60553,469816,train2017,"(0, 0, 0.125, 0.125)",0.0,60553,False,True,True,10420,15310,15587,10420,15310,15587,10420,15310,15587,10420,15310,15587,10420,15310,15587,10420,15310,15587,10420,15310,15587,10420,15310,15587,10,traffic light,outdoor
60725,129143,train2017,"(0, 0.2859375, 0, 0)",0.0,60725,False,True,True,14749,25878,26077,14749,25878,26077,14749,25878,26077,14749,25878,26077,14749,25878,26077,14749,25878,26077,14749,25878,26077,14749,25878,26077,1,person,person
60834,470907,train2017,"(0.16640625, 0.16640625, 0, 0)",0.0,60834,False,True,True,9016,25098,25263,9016,25098,25263,9016,25098,25263,9016,25098,25263,9016,25098,25263,9016,25098,25263,9016,25098,25263,9016,25098,25263,22,elephant,animal
60845,208805,train2017,"(0, 0, 0.16640625, 0.16640625)",0.0,60845,False,True,True,6757,15588,15610,6757,15588,15610,6757,15588,15610,6757,15588,15610,6757,15588,15610,6757,15588,15610,6757,15588,15610,6757,15588,15610,63,couch,furniture
60867,208849,train2017,"(0, 0, 0.13984375, 0.13984375)",0.0,60867,False,True,True,19570,19744,23894,19570,19744,23894,19570,19744,23894,19570,19744,23894,19570,19744,23894,19570,19744,23894,19570,19744,23894,19570,19744,23894,3,car,vehicle
60978,209229,train2017,"(0, 0, 0.125, 0.125)",0.0,60978,False,True,True,21526,27276,28877,21526,27276,28877,21526,27276,28877,21526,27276,28877,21526,27276,28877,21526,27276,28877,21526,27276,28877,21526,27276,28877,1,person,person
61122,471871,train2017,"(0, 0, 0.16796875, 0.16796875)",0.0,61122,False,True,True,21215,21329,21499,21215,21329,21499,21215,21329,21499,21215,21329,21499,21215,21329,21499,21215,21329,21499,21215,21329,21499,21215,21329,21499,3,car,vehicle
61133,34961,train2017,"(0, 0, 0.115625, 0.115625)",0.0909090909090909,61133,False,True,True,15838,15954,19267,15838,15954,19267,15838,15954,19267,15838,15954,19267,15838,15954,19267,15838,15954,19267,15838,15954,19267,15838,15954,19267,20,sheep,animal
61177,209919,train2017,"(0, 0, 0.12265625, 0.12265625)",0.0,61177,False,True,True,10678,19608,21137,10678,19608,21137,10678,19608,21137,10678,19608,21137,10678,19608,21137,10678,19608,21137,10678,19608,21137,10678,19608,21137,1,person,person
61216,210065,train2017,"(0, 0, 0.1, 0.1)",0.0,61216,False,True,True,12047,12081,28084,12047,12081,28084,12047,12081,28084,12047,12081,28084,12047,12081,28084,12047,12081,28084,12047,12081,28084,12047,12081,28084,62,chair,furniture
61510,341033,train2017,"(0, 0, 0.16640625, 0.16640625)",0.0,61510,False,True,True,12009,12104,12223,12009,12104,12223,12009,12104,12223,12009,12104,12223,12009,12104,12223,12009,12104,12223,12009,12104,12223,12009,12104,12223,1,person,person
61513,211198,train2017,"(0, 0.3359375, 0, 0)",0.0,61513,False,True,True,9745,19054,25632,9745,19054,25632,9745,19054,25632,9745,19054,25632,9745,19054,25632,9745,19054,25632,9745,19054,25632,9745,19054,25632,1,person,person
61677,474024,train2017,"(0, 0, 0.165625, 0.165625)",0.1428571428571428,61677,False,True,True,5591,6991,16971,5591,6991,16971,5591,6991,16971,5591,6991,16971,5591,6991,16971,5591,6991,16971,5591,6991,16971,5591,6991,16971,1,person,person
61738,207833,train2017,"(0, 0, 0.125, 0.125)",0.048780487804878,61738,False,True,True,6248,6487,14061,6248,6487,14061,6248,6487,14061,6248,6487,14061,6248,6487,14061,6248,6487,14061,6248,6487,14061,6248,6487,14061,46,wine glass,kitchen
61748,474353,train2017,"(0, 0.3328125, 0, 0)",0.0,61748,False,True,True,803,876,922,803,876,922,803,876,922,803,876,922,803,876,922,803,876,922,803,876,922,803,876,922,1,person,person
61752,212229,train2017,"(0, 0, 0.125, 0.125)",0.0,61752,False,True,True,21706,21836,28748,21706,21836,28748,21706,21836,28748,21706,21836,28748,21706,21836,28748,21706,21836,28748,21706,21836,28748,21706,21836,28748,17,cat,animal
61797,212380,train2017,"(0, 0.284375, 0, 0)",0.0,61797,False,True,True,4080,11532,20471,4080,11532,20471,4080,11532,20471,4080,11532,20471,4080,11532,20471,4080,11532,20471,4080,11532,20471,4080,11532,20471,1,person,person
61801,474545,train2017,"(0, 0, 0.125, 0.125)",0.0,61801,False,True,True,9321,29618,29692,9321,29618,29692,9321,29618,29692,9321,29618,29692,9321,29618,29692,9321,29618,29692,9321,29618,29692,9321,29618,29692,24,zebra,animal
61809,212440,train2017,"(0.1, 0.1, 0, 0)",0.0,61809,False,True,True,3877,13283,13416,3877,13283,13416,3877,13283,13416,3877,13283,13416,3877,13283,13416,3877,13283,13416,3877,13283,13416,3877,13283,13416,59,pizza,food
61873,474827,train2017,"(0, 0, 0.125, 0.125)",0.0,61873,False,True,True,951,5639,5642,951,5639,5642,951,5639,5642,951,5639,5642,951,5639,5642,951,5639,5642,951,5639,5642,951,5639,5642,85,clock,indoor
61972,475236,train2017,"(0.052772808586762074, 0.052772808586762074, 0, 0)",0.0,61972,False,True,True,12889,16365,24997,12889,16365,24997,12889,16365,24997,12889,16365,24997,12889,16365,24997,12889,16365,24997,12889,16365,24997,12889,16365,24997,60,donut,food
62006,122923,train2017,"(0, 0, 0.16796875, 0.16796875)",0.0,62006,False,True,True,7645,9999,21606,7645,9999,21606,7645,9999,21606,7645,9999,21606,7645,9999,21606,7645,9999,21606,7645,9999,21606,7645,9999,21606,9,boat,vehicle
62015,213288,train2017,"(0, 0, 0.1671875, 0.1671875)",0.0,62015,False,True,True,1973,2115,2242,1973,2115,2242,1973,2115,2242,1973,2115,2242,1973,2115,2242,1973,2115,2242,1973,2115,2242,1973,2115,2242,62,chair,furniture
62209,213988,train2017,"(0, 0, 0.16640625, 0.16640625)",0.0833333333333333,62209,False,True,True,3298,3686,21669,3298,3686,21669,3298,3686,21669,3298,3686,21669,3298,3686,21669,3298,3686,21669,3298,3686,21669,3298,3686,21669,1,person,person
62228,214059,train2017,"(0, 0, 0.16640625, 0.16640625)",0.1,62228,False,True,True,4763,4912,15224,4763,4912,15224,4763,4912,15224,4763,4912,15224,4763,4912,15224,4763,4912,15224,4763,4912,15224,4763,4912,15224,1,person,person
62275,476380,train2017,"(0, 0, 0.125, 0.125)",0.0,62275,False,True,True,10352,19750,22586,10352,19750,22586,10352,19750,22586,10352,19750,22586,10352,19750,22586,10352,19750,22586,10352,19750,22586,10352,19750,22586,59,pizza,food
62302,476481,train2017,"(0, 0, 0.125, 0.125)",0.0,62302,False,True,True,247,6925,7219,247,6925,7219,247,6925,7219,247,6925,7219,247,6925,7219,247,6925,7219,247,6925,7219,247,6925,7219,17,cat,animal
62365,560054,train2017,"(0, 0, 0.16640625, 0.16640625)",0.0,62365,False,True,True,1356,24373,24506,1356,24373,24506,1356,24373,24506,1356,24373,24506,1356,24373,24506,1356,24373,24506,1356,24373,24506,1356,24373,24506,1,person,person
62479,215023,train2017,"(0, 0.25, 0, 0)",0.0,62479,False,True,True,11249,18915,23275,11249,18915,23275,11249,18915,23275,11249,18915,23275,11249,18915,23275,11249,18915,23275,11249,18915,23275,11249,18915,23275,1,person,person
62544,215291,train2017,"(0, 0, 0.1671875, 0.1671875)",0.0,62544,False,True,True,16454,16522,16539,16454,16522,16539,16454,16522,16539,16454,16522,16539,16454,16522,16539,16454,16522,16539,16454,16522,16539,16454,16522,16539,1,person,person
62561,385417,train2017,"(0, 0, 0.1671875, 0.1671875)",0.0,62561,False,True,True,3926,6918,24091,3926,6918,24091,3926,6918,24091,3926,6918,24091,3926,6918,24091,3926,6918,24091,3926,6918,24091,3926,6918,24091,3,car,vehicle
62683,35972,train2017,"(0.16640625, 0.16640625, 0, 0)",0.0,62683,False,True,True,14940,15107,15575,14940,15107,15575,14940,15107,15575,14940,15107,15575,14940,15107,15575,14940,15107,15575,14940,15107,15575,14940,15107,15575,3,car,vehicle
62748,216029,train2017,"(0, 0, 0.16640625, 0.16640625)",0.0,62748,False,True,True,26288,26505,26629,26288,26505,26629,26288,26505,26629,26288,26505,26629,26288,26505,26629,26288,26505,26629,26288,26505,26629,26288,26505,26629,1,person,person
62960,479035,train2017,"(0, 0, 0.125, 0.125)",0.0909090909090909,62960,False,True,True,1500,1575,20474,1500,1575,20474,1500,1575,20474,1500,1575,20474,1500,1575,20474,1500,1575,20474,1500,1575,20474,1500,1575,20474,1,person,person
63081,444880,train2017,"(0.14296875, 0.14296875, 0, 0)",0.0,63081,False,True,True,4771,4783,23493,4771,4783,23493,4771,4783,23493,4771,4783,23493,4771,4783,23493,4771,4783,23493,4771,4783,23493,4771,4783,23493,85,clock,indoor
63182,294744,train2017,"(0.16640625, 0.16640625, 0, 0)",0.1428571428571428,63182,False,True,True,17780,21284,21326,17780,21284,21326,17780,21284,21326,17780,21284,21326,17780,21284,21326,17780,21284,21326,17780,21284,21326,17780,21284,21326,51,bowl,kitchen
63345,480601,train2017,"(0, 0, 0.16640625, 0.16640625)",0.0,63345,False,True,True,3812,29388,29621,3812,29388,29621,3812,29388,29621,3812,29388,29621,3812,29388,29621,3812,29388,29621,3812,29388,29621,3812,29388,29621,1,person,person
63449,480990,train2017,"(0, 0, 0.1671875, 0.1671875)",0.0,63449,False,True,True,22331,24133,24255,22331,24133,24255,22331,24133,24255,22331,24133,24255,22331,24133,24255,22331,24133,24255,22331,24133,24255,22331,24133,24255,1,person,person
63746,429887,train2017,"(0.16640625, 0.16640625, 0, 0)",0.0,63746,False,True,True,17548,17739,27641,17548,17739,27641,17548,17739,27641,17548,17739,27641,17548,17739,27641,17548,17739,27641,17548,17739,27641,17548,17739,27641,85,clock,indoor
63781,429902,train2017,"(0.16640625, 0.16640625, 0, 0)",0.0,63781,False,True,True,23965,24035,24164,23965,24035,24164,23965,24035,24164,23965,24035,24164,23965,24035,24164,23965,24035,24164,23965,24035,24164,23965,24035,24164,9,boat,vehicle
63825,561006,train2017,"(0, 0, 0.125, 0.125)",0.0,63825,False,True,True,13024,18362,18367,13024,18362,18367,13024,18362,18367,13024,18362,18367,13024,18362,18367,13024,18362,18367,13024,18362,18367,13024,18362,18367,1,person,person
63922,482858,train2017,"(0, 0, 0.1125, 0.1125)",0.0,63922,False,True,True,24171,24572,24591,24171,24572,24591,24171,24572,24591,24171,24572,24591,24171,24572,24591,24171,24572,24591,24171,24572,24591,24171,24572,24591,1,person,person
63931,482912,train2017,"(0, 0, 0.16796875, 0.16796875)",0.0,63931,False,True,True,13890,16471,22488,13890,16471,22488,13890,16471,22488,13890,16471,22488,13890,16471,22488,13890,16471,22488,13890,16471,22488,13890,16471,22488,9,boat,vehicle
63944,342639,train2017,"(0, 0, 0.125, 0.125)",0.0,63944,False,True,True,18820,19137,22750,18820,19137,22750,18820,19137,22750,18820,19137,22750,18820,19137,22750,18820,19137,22750,18820,19137,22750,18820,19137,22750,1,person,person
64004,167908,train2017,"(0, 0, 0.1046875, 0.1046875)",0.0,64004,False,True,True,13651,14206,27267,13651,14206,27267,13651,14206,27267,13651,14206,27267,13651,14206,27267,13651,14206,27267,13651,14206,27267,13651,14206,27267,1,person,person
64096,221441,train2017,"(0, 0, 0.0, 0.0)",0.0,64096,False,True,True,5089,5482,22901,5089,5482,22901,5089,5482,22901,5089,5482,22901,5089,5482,22901,5089,5482,22901,5089,5482,22901,5089,5482,22901,1,person,person
64295,484300,train2017,"(0, 0, 0.16640625, 0.16640625)",0.0,64295,False,True,True,9687,11788,17465,9687,11788,17465,9687,11788,17465,9687,11788,17465,9687,11788,17465,9687,11788,17465,9687,11788,17465,9687,11788,17465,1,person,person
64483,222921,train2017,"(0, 0, 0.1671875, 0.1671875)",0.0,64483,False,True,True,11049,11946,24293,11049,11946,24293,11049,11946,24293,11049,11946,24293,11049,11946,24293,11049,11946,24293,11049,11946,24293,11049,11946,24293,24,zebra,animal
64498,485113,train2017,"(0, 0, 0.16640625, 0.16640625)",0.0,64498,False,True,True,13892,17612,22349,13892,17612,22349,13892,17612,22349,13892,17612,22349,13892,17612,22349,13892,17612,22349,13892,17612,22349,13892,17612,22349,11,fire hydrant,outdoor
64615,223447,train2017,"(0, 0, 0.16640625, 0.16640625)",0.0,64615,False,True,True,15421,15440,27395,15421,15440,27395,15421,15440,27395,15421,15440,27395,15421,15440,27395,15421,15440,27395,15421,15440,27395,15421,15440,27395,1,person,person
64621,485605,train2017,"(0, 0, 0.125, 0.125)",0.0,64621,False,True,True,13906,13963,23659,13906,13963,23659,13906,13963,23659,13906,13963,23659,13906,13963,23659,13906,13963,23659,13906,13963,23659,13906,13963,23659,70,toilet,furniture
